names,year,search_name,sum_by_year
Iraq,2010,peacebuilding,1
Iraq,2010,peacekeeping,3
Iraq,2011,conflict prevention,4
Iraq,2011,conflict resolution,4
Iraq,2011,conflict transformation,9
Iraq,2011,peacebuilding,3
Iraq,2011,peacekeeping,2
Iraq,2011,peacemaking,2
Iraq,2012,conflict resolution,4
Iraq,2012,conflict transformation,1
Iraq,2012,peacebuilding,6
Iraq,2012,peacekeeping,5
Iraq,2012,peacemaking,2
Iraq,2013,conflict prevention,2
Iraq,2013,conflict resolution,1
Iraq,2013,conflict transformation,2
Iraq,2013,peacebuilding,3
Iraq,2014,conflict prevention,3
Iraq,2014,conflict resolution,3
Iraq,2014,conflict transformation,2
Iraq,2014,peacebuilding,3
Iraq,2014,peacekeeping,3
Iraq,2014,peacemaking,2
Iraq,2015,conflict resolution,1
Iraq,2015,peacebuilding,8
Iraq,2015,peacekeeping,2
Iraq,2015,peacemaking,2
Iraq,2016,conflict prevention,4
Iraq,2016,conflict resolution,4
Iraq,2016,conflict transformation,6
Iraq,2016,peacebuilding,6
Iraq,2016,peacekeeping,4
Iraq,2016,peacemaking,1
Iraq,2017,peacebuilding,7
Iraq,2017,peacekeeping,1
Iraq,2017,peacemaking,3
Iraq,2018,conflict prevention,1
Iraq,2018,conflict resolution,1
Iraq,2018,peacebuilding,4
Ireland,1971,conflict resolution,1
Ireland,1994,conflict resolution,1
Ireland,1995,conflict resolution,1
Ireland,1998,conflict resolution,1
Ireland,2000,conflict transformation,1
Ireland,2000,peacemaking,2
Ireland,2001,conflict prevention,1
Ireland,2001,conflict resolution,1
Ireland,2001,conflict transformation,1
Ireland,2003,peacekeeping,1
Ireland,2004,peacebuilding,1
Ireland,2005,conflict prevention,1
Ireland,2005,peacebuilding,1
Ireland,2005,peacekeeping,1
Ireland,2006,conflict resolution,1
Ireland,2006,conflict transformation,1
Ireland,2010,conflict prevention,2
Ireland,2010,conflict resolution,4
Ireland,2010,conflict transformation,4
Ireland,2010,peacekeeping,1
Ireland,2010,peacemaking,2
Ireland,2011,conflict prevention,7
Ireland,2011,conflict resolution,13
Ireland,2011,conflict transformation,9
Ireland,2011,peacebuilding,7
Ireland,2011,peacemaking,7
Ireland,2012,conflict prevention,10
Ireland,2012,conflict resolution,17
Ireland,2012,conflict transformation,7
Ireland,2012,peacebuilding,7
Ireland,2012,peacekeeping,1
Ireland,2012,peacemaking,4
Ireland,2013,conflict prevention,4
Ireland,2013,conflict resolution,5
Ireland,2013,conflict transformation,13
Ireland,2013,peacebuilding,5
Ireland,2013,peacekeeping,1
Ireland,2013,peacemaking,7
Ireland,2014,conflict prevention,6
Ireland,2014,conflict resolution,4
Ireland,2014,conflict transformation,10
Ireland,2014,peacebuilding,8
Ireland,2014,peacemaking,2
Ireland,2015,conflict prevention,6
Ireland,2015,conflict resolution,6
Ireland,2015,conflict transformation,6
Ireland,2015,peacebuilding,10
Ireland,2015,peacekeeping,1
Ireland,2015,peacemaking,1
Ireland,2016,conflict prevention,6
Ireland,2016,conflict resolution,5
Ireland,2016,conflict transformation,7
Ireland,2016,peacebuilding,14
Ireland,2016,peacekeeping,3
Ireland,2016,peacemaking,2
Ireland,2017,conflict prevention,4
Ireland,2017,conflict resolution,5
Ireland,2017,conflict transformation,1
Ireland,2017,peacebuilding,13
Ireland,2017,peacemaking,3
Ireland,2018,conflict prevention,1
Ireland,2018,conflict resolution,2
Ireland,2018,conflict transformation,3
Ireland,2018,peacebuilding,2
Ireland,2018,peacemaking,1
Isle of Man,2016,conflict resolution,1
Isle of Man,2016,conflict transformation,1
Israel,1967,conflict transformation,1
Israel,1976,conflict prevention,1
Israel,1976,conflict resolution,1
Israel,1986,peacemaking,1
Israel,1987,conflict resolution,1
Israel,1989,peacemaking,2
Israel,1996,conflict transformation,1
Israel,1997,peacekeeping,2
Israel,1998,peacemaking,1
Israel,2002,conflict resolution,1
Israel,2002,conflict transformation,1
Israel,2004,peacebuilding,1
Israel,2004,peacemaking,1
Israel,2005,peacebuilding,1
Israel,2005,peacekeeping,1
Israel,2005,peacemaking,1
Israel,2006,conflict resolution,1
Israel,2006,conflict transformation,2
Israel,2006,peacebuilding,1
Israel,2006,peacemaking,2
Israel,2007,peacemaking,1
Israel,2008,conflict prevention,1
Israel,2008,peacemaking,1
Israel,2009,conflict prevention,1
Israel,2009,conflict resolution,1
Israel,2009,conflict transformation,1
Israel,2009,peacebuilding,1
Israel,2009,peacemaking,1
Israel,2010,conflict prevention,3
Israel,2010,conflict resolution,13
Israel,2010,conflict transformation,8
Israel,2010,peacebuilding,2
Israel,2010,peacekeeping,2
Israel,2010,peacemaking,11
Israel,2011,conflict prevention,6
Israel,2011,conflict resolution,15
Israel,2011,conflict transformation,9
Israel,2011,peacebuilding,4
Israel,2011,peacekeeping,1
Israel,2011,peacemaking,8
Israel,2012,conflict prevention,16
Israel,2012,conflict resolution,12
Israel,2012,conflict transformation,12
Israel,2012,peacebuilding,3
Israel,2012,peacekeeping,1
Israel,2012,peacemaking,13
Israel,2013,conflict prevention,2
Israel,2013,conflict resolution,7
Israel,2013,conflict transformation,7
Israel,2013,peacebuilding,4
Israel,2013,peacemaking,6
Israel,2014,conflict prevention,7
Israel,2014,conflict resolution,14
Israel,2014,conflict transformation,14
Israel,2014,peacebuilding,5
Israel,2014,peacekeeping,1
Israel,2014,peacemaking,7
Israel,2015,conflict prevention,5
Israel,2015,conflict resolution,6
Israel,2015,conflict transformation,11
Israel,2015,peacebuilding,10
Israel,2015,peacekeeping,3
Israel,2015,peacemaking,4
Israel,2016,conflict prevention,12
Israel,2016,conflict resolution,9
Israel,2016,conflict transformation,10
Israel,2016,peacebuilding,6
Israel,2016,peacemaking,8
Israel,2017,conflict prevention,12
Israel,2017,conflict resolution,18
Israel,2017,conflict transformation,14
Israel,2017,peacebuilding,14
Israel,2017,peacekeeping,1
Israel,2017,peacemaking,10
Israel,2018,conflict prevention,7
Israel,2018,conflict resolution,2
Israel,2018,conflict transformation,2
Israel,2018,peacebuilding,1
Israel,2018,peacekeeping,2
Israel,2018,peacemaking,1
Italy,1988,peacekeeping,1
Italy,1997,peacekeeping,1
Italy,1997,peacemaking,1
Italy,2003,peacekeeping,1
Italy,2010,conflict resolution,1
Italy,2011,conflict prevention,1
Italy,2011,conflict transformation,2
Italy,2011,peacemaking,1
Italy,2012,conflict transformation,2
Italy,2012,peacebuilding,1
Italy,2012,peacekeeping,1
Italy,2012,peacemaking,1
Italy,2013,conflict prevention,1
Italy,2013,conflict resolution,2
Italy,2013,conflict transformation,1
Italy,2013,peacebuilding,1
Italy,2013,peacekeeping,1
Italy,2014,conflict resolution,1
Italy,2015,conflict prevention,1
Italy,2015,conflict transformation,2
Italy,2016,conflict transformation,1
Italy,2016,peacebuilding,2
Italy,2016,peacekeeping,4
Italy,2017,conflict prevention,1
Italy,2017,peacekeeping,1
Italy,2018,conflict prevention,1
Italy,2018,peacebuilding,2
Italy,2018,peacekeeping,2
Jamaica,1996,peacemaking,1
Japan,1981,conflict resolution,1
Japan,1985,peacemaking,1
Japan,1990,conflict resolution,1
Japan,1991,conflict resolution,1
Japan,1994,peacemaking,1
Japan,1996,peacekeeping,1
Japan,1997,peacekeeping,1
Japan,1998,conflict prevention,1
Japan,1998,peacekeeping,2
Japan,2001,conflict transformation,1
Japan,2003,peacekeeping,1
Japan,2004,peacekeeping,2
Japan,2005,peacekeeping,1
Japan,2006,peacekeeping,1
Japan,2009,conflict prevention,1
Japan,2010,conflict resolution,1
Japan,2010,conflict transformation,2
Japan,2010,peacebuilding,1
Japan,2010,peacekeeping,4
Japan,2011,conflict prevention,1
Japan,2011,conflict resolution,2
Japan,2011,conflict transformation,1
Japan,2011,peacebuilding,3
Japan,2011,peacekeeping,3
Japan,2011,peacemaking,3
Japan,2012,conflict prevention,2
Japan,2012,conflict resolution,2
Japan,2012,conflict transformation,2
Japan,2012,peacebuilding,1
Japan,2012,peacekeeping,3
Japan,2012,peacemaking,1
Japan,2013,conflict transformation,1
Japan,2013,peacekeeping,2
Japan,2013,peacemaking,1
Japan,2014,conflict prevention,3
Japan,2014,peacebuilding,3
Japan,2014,peacekeeping,4
Japan,2015,conflict prevention,3
Japan,2015,conflict resolution,1
Japan,2015,peacebuilding,1
Japan,2015,peacekeeping,2
Japan,2015,peacemaking,2
Japan,2016,conflict prevention,2
Japan,2016,conflict resolution,3
Japan,2016,conflict transformation,4
Japan,2016,peacebuilding,3
Japan,2016,peacekeeping,2
Japan,2017,conflict prevention,4
Japan,2017,conflict resolution,1
Japan,2017,conflict transformation,4
Japan,2017,peacebuilding,6
Japan,2017,peacekeeping,5
Japan,2017,peacemaking,3
Japan,2018,conflict prevention,1
Japan,2018,peacekeeping,1
Japan,2018,peacemaking,1
Jersey,1985,peacekeeping,1
Jersey,1997,conflict prevention,1
Jersey,2004,peacebuilding,1
Jersey,2013,conflict prevention,1
Jersey,2013,conflict resolution,1
Jersey,2013,conflict transformation,1
Jordan,2010,peacemaking,1
Jordan,2011,conflict resolution,2
Jordan,2011,peacebuilding,2
Jordan,2011,peacemaking,1
Jordan,2013,peacebuilding,2
Jordan,2013,peacemaking,1
Jordan,2014,conflict resolution,1
Jordan,2014,peacemaking,1
Jordan,2015,conflict prevention,1
Jordan,2015,conflict transformation,1
Jordan,2015,peacebuilding,2
Jordan,2015,peacemaking,1
Jordan,2016,conflict prevention,1
Jordan,2016,conflict transformation,1
Jordan,2016,peacebuilding,2
Jordan,2016,peacekeeping,1
Jordan,2016,peacemaking,2
Jordan,2017,conflict prevention,1
Jordan,2017,conflict transformation,1
Jordan,2017,peacebuilding,2
Jordan,2018,conflict transformation,1
Jordan,2018,peacebuilding,1
Kazakhstan,1995,peacemaking,1
Kazakhstan,2010,conflict transformation,1
Kazakhstan,2014,conflict prevention,1
Kazakhstan,2014,conflict resolution,1
Kazakhstan,2017,conflict prevention,1
Kazakhstan,2017,conflict resolution,1
Kazakhstan,2017,conflict transformation,1
Kazakhstan,2017,peacemaking,1
Kazakhstan,2018,peacekeeping,1
Kenya,2004,conflict prevention,1
Kenya,2004,conflict resolution,1
Kenya,2004,conflict transformation,1
Kenya,2007,conflict prevention,1
Kenya,2007,peacebuilding,1
Kenya,2007,peacemaking,1
Kenya,2010,conflict prevention,1
Kenya,2011,conflict prevention,1
Kenya,2011,peacebuilding,2
Kenya,2012,conflict prevention,1
Kenya,2012,conflict resolution,1
Kenya,2012,conflict transformation,1
Kenya,2012,peacebuilding,1
Kenya,2012,peacekeeping,2
Kenya,2012,peacemaking,1
Kenya,2013,conflict prevention,3
Kenya,2013,conflict resolution,1
Kenya,2013,conflict transformation,4
Kenya,2013,peacebuilding,5
Kenya,2013,peacemaking,3
Kenya,2014,conflict prevention,2
Kenya,2014,conflict resolution,3
Kenya,2014,conflict transformation,2
Kenya,2014,peacebuilding,6
Kenya,2014,peacemaking,3
Kenya,2015,conflict prevention,1
Kenya,2015,conflict resolution,2
Kenya,2015,conflict transformation,3
Kenya,2015,peacebuilding,3
Kenya,2015,peacekeeping,2
Kenya,2015,peacemaking,2
Kenya,2016,conflict prevention,2
Kenya,2016,conflict resolution,3
Kenya,2016,conflict transformation,2
Kenya,2016,peacebuilding,5
Kenya,2016,peacemaking,3
Kenya,2017,conflict prevention,2
Kenya,2017,conflict transformation,2
Kenya,2017,peacebuilding,4
Kenya,2017,peacemaking,4
Kenya,2018,conflict prevention,2
Kenya,2018,conflict resolution,2
Kenya,2018,conflict transformation,3
Kenya,2018,peacebuilding,4
Kenya,2018,peacekeeping,1
Kiribati,2017,peacebuilding,1
Korea (Democratic People's Republic of)|North Korea,2009,peacemaking,1
Korea (Democratic People's Republic of)|North Korea,2013,peacekeeping,1
Korea (Democratic People's Republic of)|North Korea,2014,peacekeeping,1
Korea (Democratic People's Republic of)|North Korea,2015,conflict transformation,1
Korea (Democratic People's Republic of)|North Korea,2015,peacebuilding,1
Korea (Democratic People's Republic of)|North Korea,2016,peacekeeping,1
Korea (Democratic People's Republic of)|North Korea,2017,peacemaking,1
Korea (Republic of)|Korea,1995,conflict resolution,1
Korea (Republic of)|Korea,1996,conflict resolution,1
Korea (Republic of)|Korea,1996,peacekeeping,1
Korea (Republic of)|Korea,1997,peacekeeping,1
Korea (Republic of)|Korea,1998,conflict prevention,1
Korea (Republic of)|Korea,1998,conflict transformation,1
Korea (Republic of)|Korea,1999,conflict prevention,1
Korea (Republic of)|Korea,1999,conflict resolution,1
Korea (Republic of)|Korea,2001,conflict transformation,2
Korea (Republic of)|Korea,2003,peacekeeping,1
Korea (Republic of)|Korea,2004,peacebuilding,1
Korea (Republic of)|Korea,2004,peacemaking,1
Korea (Republic of)|Korea,2008,conflict prevention,1
Korea (Republic of)|Korea,2008,conflict transformation,1
Korea (Republic of)|Korea,2009,conflict resolution,2
Korea (Republic of)|Korea,2009,peacemaking,1
Korea (Republic of)|Korea,2010,conflict prevention,1
Korea (Republic of)|Korea,2010,conflict resolution,1
Korea (Republic of)|Korea,2010,conflict transformation,2
Korea (Republic of)|Korea,2011,conflict resolution,1
Korea (Republic of)|Korea,2011,conflict transformation,1
Korea (Republic of)|Korea,2012,conflict prevention,3
Korea (Republic of)|Korea,2012,conflict resolution,4
Korea (Republic of)|Korea,2012,conflict transformation,2
Korea (Republic of)|Korea,2012,peacemaking,2
Korea (Republic of)|Korea,2013,conflict resolution,1
Korea (Republic of)|Korea,2013,peacebuilding,1
Korea (Republic of)|Korea,2013,peacekeeping,2
Korea (Republic of)|Korea,2013,peacemaking,1
Korea (Republic of)|Korea,2014,peacebuilding,1
Korea (Republic of)|Korea,2014,peacekeeping,2
Korea (Republic of)|Korea,2014,peacemaking,1
Korea (Republic of)|Korea,2015,conflict prevention,3
Korea (Republic of)|Korea,2015,conflict resolution,3
Korea (Republic of)|Korea,2015,conflict transformation,4
Korea (Republic of)|Korea,2015,peacebuilding,1
Korea (Republic of)|Korea,2015,peacemaking,2
Korea (Republic of)|Korea,2016,conflict prevention,1
Korea (Republic of)|Korea,2016,conflict resolution,1
Korea (Republic of)|Korea,2016,conflict transformation,2
Korea (Republic of)|Korea,2016,peacebuilding,1
Korea (Republic of)|Korea,2016,peacekeeping,2
Korea (Republic of)|Korea,2016,peacemaking,3
Korea (Republic of)|Korea,2017,conflict prevention,4
Korea (Republic of)|Korea,2017,conflict resolution,3
Korea (Republic of)|Korea,2017,peacebuilding,3
Korea (Republic of)|Korea,2017,peacekeeping,1
Korea (Republic of)|Korea,2017,peacemaking,2
Korea (Republic of)|Korea,2018,conflict prevention,1
Korea (Republic of)|Korea,2018,conflict resolution,1
Korea (Republic of)|Korea,2018,peacemaking,1
Kuwait,2013,peacebuilding,1
Kuwait,2013,peacekeeping,1
Kuwait,2013,peacemaking,1
Kuwait,2016,conflict transformation,1
Kyrgyzstan,2004,peacebuilding,1
Kyrgyzstan,2004,peacemaking,1
Kyrgyzstan,2010,conflict transformation,1
Kyrgyzstan,2013,conflict prevention,1
Kyrgyzstan,2013,conflict resolution,2
Kyrgyzstan,2013,peacekeeping,2
Kyrgyzstan,2014,conflict prevention,1
Kyrgyzstan,2014,conflict transformation,1
Kyrgyzstan,2016,conflict prevention,1
Kyrgyzstan,2016,conflict transformation,1
Kyrgyzstan,2017,conflict prevention,3
Kyrgyzstan,2017,conflict transformation,1
Kyrgyzstan,2017,peacebuilding,3
Kyrgyzstan,2017,peacekeeping,1
Kyrgyzstan,2018,peacebuilding,1
Kyrgyzstan,2018,peacekeeping,1
Latvia,2012,conflict resolution,1
Latvia,2015,conflict resolution,1
Lebanon,1986,peacemaking,1
Lebanon,1990,conflict prevention,1
Lebanon,1990,conflict resolution,1
Lebanon,1990,conflict transformation,1
Lebanon,1990,peacemaking,1
Lebanon,2010,peacebuilding,3
Lebanon,2010,peacekeeping,5
Lebanon,2011,conflict resolution,4
Lebanon,2011,peacebuilding,3
Lebanon,2011,peacekeeping,1
Lebanon,2011,peacemaking,2
Lebanon,2012,peacebuilding,1
Lebanon,2012,peacekeeping,1
Lebanon,2013,peacebuilding,2
Lebanon,2013,peacekeeping,1
Lebanon,2014,conflict prevention,1
Lebanon,2014,conflict transformation,1
Lebanon,2014,peacebuilding,2
Lebanon,2014,peacekeeping,1
Lebanon,2015,conflict prevention,5
Lebanon,2015,conflict transformation,2
Lebanon,2015,peacebuilding,2
Lebanon,2015,peacekeeping,1
Lebanon,2016,conflict prevention,7
Lebanon,2016,conflict resolution,5
Lebanon,2016,conflict transformation,5
Lebanon,2016,peacebuilding,4
Lebanon,2016,peacekeeping,3
Lebanon,2016,peacemaking,1
Lebanon,2017,conflict prevention,4
Lebanon,2017,conflict resolution,1
Lebanon,2017,conflict transformation,1
Lebanon,2017,peacebuilding,6
Lebanon,2017,peacekeeping,3
Lebanon,2018,peacebuilding,2
Lebanon,2018,peacekeeping,2
Lesotho,2009,conflict prevention,1
Lesotho,2013,conflict prevention,1
Lesotho,2014,conflict resolution,1
Lesotho,2017,peacebuilding,1
Lesotho,2017,peacekeeping,1
Lesotho,2017,peacemaking,1
Lesotho,2018,peacebuilding,1
Liberia,2004,conflict prevention,1
Liberia,2004,conflict resolution,1
Liberia,2006,conflict prevention,2
Liberia,2006,conflict resolution,2
Liberia,2006,conflict transformation,2
Liberia,2006,peacebuilding,2
Liberia,2006,peacekeeping,2
Liberia,2006,peacemaking,1
Liberia,2007,conflict resolution,1
Liberia,2007,peacebuilding,1
Liberia,2010,conflict prevention,1
Liberia,2010,peacebuilding,5
Liberia,2010,peacekeeping,3
Liberia,2010,peacemaking,1
Liberia,2011,conflict prevention,5
Liberia,2011,conflict transformation,3
Liberia,2011,peacebuilding,7
Liberia,2011,peacekeeping,4
Liberia,2011,peacemaking,3
Liberia,2012,conflict prevention,4
Liberia,2012,conflict resolution,1
Liberia,2012,conflict transformation,2
Liberia,2012,peacebuilding,5
Liberia,2012,peacekeeping,5
Liberia,2013,conflict prevention,2
Liberia,2013,peacebuilding,7
Liberia,2013,peacekeeping,7
Liberia,2014,conflict prevention,3
Liberia,2014,conflict resolution,3
Liberia,2014,conflict transformation,4
Liberia,2014,peacebuilding,7
Liberia,2014,peacekeeping,2
Liberia,2015,conflict prevention,1
Liberia,2015,conflict transformation,1
Liberia,2015,peacebuilding,9
Liberia,2015,peacekeeping,4
Liberia,2015,peacemaking,1
Liberia,2016,conflict prevention,2
Liberia,2016,conflict resolution,3
Liberia,2016,conflict transformation,1
Liberia,2016,peacebuilding,10
Liberia,2016,peacekeeping,2
Liberia,2017,conflict resolution,1
Liberia,2017,peacebuilding,9
Liberia,2017,peacekeeping,3
Liberia,2018,conflict prevention,1
Liberia,2018,conflict resolution,1
Liberia,2018,conflict transformation,1
Liberia,2018,peacebuilding,6
Liberia,2018,peacekeeping,1
Libya,2010,conflict transformation,1
Libya,2011,peacekeeping,1
Libya,2011,peacemaking,1
Libya,2012,conflict resolution,1
Libya,2012,peacebuilding,2
Libya,2012,peacekeeping,2
Libya,2012,peacemaking,3
Libya,2013,conflict prevention,3
Libya,2013,conflict resolution,2
Libya,2013,conflict transformation,3
Libya,2013,peacebuilding,2
Libya,2013,peacekeeping,6
Libya,2014,conflict prevention,1
Libya,2014,conflict resolution,1
Libya,2014,peacebuilding,1
Libya,2014,peacekeeping,12
Libya,2014,peacemaking,1
Libya,2015,conflict prevention,2
Libya,2015,conflict transformation,2
Libya,2015,peacebuilding,7
Libya,2015,peacekeeping,3
Libya,2015,peacemaking,1
Libya,2016,conflict prevention,3
Libya,2016,conflict resolution,4
Libya,2016,conflict transformation,1
Libya,2016,peacebuilding,7
Libya,2016,peacekeeping,8
Libya,2016,peacemaking,2
Libya,2017,conflict prevention,1
Libya,2017,conflict resolution,3
Libya,2017,conflict transformation,2
Libya,2017,peacebuilding,3
Libya,2017,peacekeeping,5
Libya,2017,peacemaking,1
Libya,2018,conflict prevention,1
Libya,2018,conflict resolution,2
Libya,2018,conflict transformation,1
Libya,2018,peacekeeping,1
Lithuania,2010,peacemaking,1
Lithuania,2012,conflict prevention,1
Lithuania,2012,conflict resolution,1
Lithuania,2012,conflict transformation,2
Lithuania,2013,conflict prevention,1
Lithuania,2013,conflict resolution,1
Lithuania,2013,conflict transformation,1
Lithuania,2015,conflict resolution,1
Luxembourg,2018,conflict transformation,1
Macao,2014,conflict resolution,1
Macedonia,2010,conflict resolution,1
Macedonia,2010,conflict transformation,1
Macedonia,2011,conflict prevention,2
Macedonia,2011,conflict resolution,2
Macedonia,2011,conflict transformation,1
Macedonia,2012,conflict prevention,1
Macedonia,2012,conflict resolution,1
Macedonia,2012,peacekeeping,1
Macedonia,2012,peacemaking,2
Macedonia,2013,conflict prevention,1
Macedonia,2013,conflict resolution,1
Macedonia,2013,conflict transformation,1
Macedonia,2014,conflict prevention,2
Macedonia,2014,conflict resolution,2
Macedonia,2014,conflict transformation,2
Macedonia,2015,conflict prevention,1
Macedonia,2015,peacebuilding,1
Macedonia,2016,conflict prevention,2
Macedonia,2016,conflict resolution,2
Macedonia,2016,conflict transformation,1
Macedonia,2016,peacebuilding,3
Macedonia,2017,peacebuilding,1
Madagascar,2011,conflict prevention,1
Madagascar,2011,conflict transformation,1
Madagascar,2014,conflict prevention,1
Madagascar,2014,conflict resolution,1
Madagascar,2014,peacemaking,1
Madagascar,2015,peacebuilding,1
Madagascar,2017,peacebuilding,1
Madagascar,2017,peacemaking,2
Madagascar,2018,conflict prevention,1
Madagascar,2018,peacebuilding,1
Madagascar,2018,peacemaking,1
Malawi,2011,conflict prevention,1
Malawi,2011,conflict resolution,1
Malawi,2011,conflict transformation,1
Malawi,2011,peacebuilding,1
Malawi,2011,peacemaking,1
Malawi,2012,peacemaking,1
Malawi,2014,conflict prevention,1
Malawi,2014,conflict transformation,1
Malawi,2016,conflict prevention,1
Malawi,2016,conflict transformation,1
Malaysia,1984,conflict resolution,1
Malaysia,1990,conflict transformation,1
Malaysia,1994,peacemaking,1
Malaysia,1996,peacekeeping,1
Malaysia,2005,peacekeeping,1
Malaysia,2011,conflict resolution,1
Malaysia,2011,conflict transformation,1
Malaysia,2013,conflict prevention,1
Malaysia,2013,conflict resolution,2
Malaysia,2013,conflict transformation,2
Malaysia,2013,peacebuilding,1
Malaysia,2013,peacekeeping,1
Malaysia,2013,peacemaking,1
Malaysia,2014,conflict prevention,1
Malaysia,2014,conflict transformation,1
Malaysia,2015,conflict resolution,1
Malaysia,2016,conflict prevention,1
Malaysia,2016,peacebuilding,1
Malaysia,2017,conflict transformation,1
Malaysia,2017,peacebuilding,2
Mali,2010,conflict transformation,1
Mali,2010,peacebuilding,2
Mali,2011,peacemaking,1
Mali,2013,conflict prevention,1
Mali,2013,conflict resolution,1
Mali,2014,conflict transformation,1
Mali,2014,peacebuilding,5
Mali,2014,peacekeeping,4
Mali,2014,peacemaking,1
Mali,2015,conflict resolution,2
Mali,2015,conflict transformation,3
Mali,2015,peacebuilding,7
Mali,2015,peacekeeping,3
Mali,2016,conflict prevention,1
Mali,2016,conflict resolution,2
Mali,2016,peacebuilding,6
Mali,2016,peacekeeping,7
Mali,2016,peacemaking,1
Mali,2017,conflict resolution,1
Mali,2017,conflict transformation,1
Mali,2017,peacebuilding,3
Mali,2017,peacekeeping,2
Mali,2017,peacemaking,1
Mali,2018,conflict prevention,1
Mali,2018,peacebuilding,2
Mali,2018,peacekeeping,2
Mali,2018,peacemaking,2
Mauritania,2012,peacemaking,1
Mauritania,2017,conflict transformation,1
Mauritius,1994,conflict prevention,1
Mauritius,1994,conflict transformation,1
Mauritius,2002,peacemaking,1
Mauritius,2012,conflict prevention,1
Mexico,1966,peacemaking,1
Mexico,1971,conflict resolution,1
Mexico,1989,conflict transformation,1
Mexico,1994,peacekeeping,1
Mexico,1994,peacemaking,1
Mexico,2000,conflict transformation,1
Mexico,2003,peacekeeping,1
Mexico,2004,conflict transformation,1
Mexico,2004,peacemaking,1
Mexico,2005,peacekeeping,1
Mexico,2010,conflict prevention,1
Mexico,2010,conflict resolution,2
Mexico,2011,conflict prevention,2
Mexico,2011,conflict transformation,1
Mexico,2011,peacemaking,1
Mexico,2012,conflict transformation,1
Mexico,2012,peacemaking,1
Mexico,2013,conflict resolution,1
Mexico,2013,conflict transformation,4
Mexico,2013,peacebuilding,1
Mexico,2014,peacemaking,1
Mexico,2015,peacebuilding,2
Mexico,2015,peacekeeping,1
Mexico,2015,peacemaking,1
Mexico,2016,conflict prevention,1
Mexico,2016,conflict transformation,1
Mexico,2016,peacemaking,1
Mongolia,2012,peacekeeping,1
Mongolia,2013,conflict resolution,1
Mongolia,2014,conflict transformation,1
Mongolia,2015,conflict prevention,1
Mongolia,2015,conflict transformation,1
Montenegro,1985,conflict resolution,1
Montenegro,2011,conflict transformation,1
Montenegro,2014,peacemaking,1
Montenegro,2016,peacebuilding,1
Montenegro,2017,peacemaking,1
Montenegro,2018,conflict transformation,1
Morocco,2009,conflict resolution,1
Morocco,2009,peacebuilding,1
Morocco,2010,peacemaking,1
Morocco,2011,conflict prevention,1
Morocco,2012,conflict resolution,1
Morocco,2012,conflict transformation,1
Morocco,2014,conflict prevention,1
Morocco,2014,conflict transformation,2
Morocco,2014,peacebuilding,1
Morocco,2014,peacekeeping,1
Morocco,2015,peacebuilding,1
Morocco,2015,peacemaking,1
Morocco,2017,peacebuilding,1
Morocco,2017,peacekeeping,1
Mozambique,2006,conflict resolution,1
Mozambique,2007,conflict prevention,1
Mozambique,2007,conflict resolution,1
Mozambique,2008,peacebuilding,2
Mozambique,2009,conflict prevention,1
Mozambique,2010,conflict transformation,1
Mozambique,2011,conflict transformation,1
Mozambique,2011,peacebuilding,1
Mozambique,2012,conflict transformation,1
Mozambique,2012,peacebuilding,1
Mozambique,2012,peacemaking,1
Mozambique,2013,conflict prevention,1
Mozambique,2013,peacebuilding,1
Mozambique,2014,conflict prevention,1
Mozambique,2015,peacebuilding,1
Mozambique,2016,peacebuilding,1
Mozambique,2017,conflict prevention,1
Mozambique,2017,conflict resolution,1
Mozambique,2017,conflict transformation,2
Mozambique,2017,peacebuilding,3
Myanmar,2013,conflict prevention,1
Myanmar,2015,conflict resolution,1
Myanmar,2015,peacebuilding,3
Myanmar,2015,peacekeeping,1
Myanmar,2016,conflict prevention,1
Myanmar,2016,conflict transformation,2
Myanmar,2016,peacebuilding,1
Myanmar,2017,conflict prevention,4
Myanmar,2017,conflict resolution,3
Myanmar,2017,conflict transformation,5
Myanmar,2017,peacebuilding,7
Myanmar,2018,conflict resolution,1
Myanmar,2018,peacebuilding,2
Namibia,2001,conflict prevention,1
Namibia,2001,conflict transformation,1
Namibia,2004,peacekeeping,1
Namibia,2010,conflict prevention,1
Namibia,2011,conflict transformation,1
Namibia,2012,peacekeeping,1
Namibia,2012,peacemaking,1
Namibia,2015,conflict prevention,2
Namibia,2015,conflict resolution,2
Namibia,2015,conflict transformation,1
Namibia,2015,peacebuilding,1
Namibia,2015,peacekeeping,1
Namibia,2016,conflict resolution,1
Namibia,2016,conflict transformation,1
Namibia,2017,peacebuilding,1
Nepal,2004,conflict prevention,1
Nepal,2007,conflict transformation,1
Nepal,2007,peacebuilding,1
Nepal,2010,conflict prevention,1
Nepal,2010,conflict resolution,1
Nepal,2011,conflict prevention,1
Nepal,2011,conflict transformation,2
Nepal,2011,peacebuilding,1
Nepal,2011,peacemaking,2
Nepal,2012,conflict resolution,2
Nepal,2012,conflict transformation,3
Nepal,2012,peacebuilding,2
Nepal,2012,peacekeeping,1
Nepal,2013,conflict prevention,2
Nepal,2013,conflict resolution,1
Nepal,2013,conflict transformation,2
Nepal,2013,peacebuilding,4
Nepal,2013,peacekeeping,1
Nepal,2013,peacemaking,1
Nepal,2014,conflict prevention,1
Nepal,2014,conflict resolution,2
Nepal,2014,conflict transformation,3
